    Node          RMS_X          RMS_Y          RMS_Z           Xdef           Ydef           Zdef
   290.0   0.0000131868   0.0009483444   0.0002448998   1.9696131868   0.0029910444   0.0301598998
   291.0   0.0000125518   0.0011082305   0.0002844907   1.9696125518   0.0056960305   0.0449844907
   292.0   0.0000115191   0.0012966598   0.0003403605   1.9696115191   0.0094312598   0.0596163605
   293.0   0.0000100620   0.0015005129   0.0004127645   1.9696100620   0.0141675129   0.0739897645
   294.0   0.0000084282   0.0017115036   0.0005018635   1.9696084282   0.0198745036   0.0880378635
   295.0   0.0000077055   0.0019241613   0.0006076441   1.9696077055   0.0265211613   0.1016976441
   296.0   0.0000098506   0.0021345658   0.0007298404   1.9696098506   0.0340755658   0.1148998404
   297.0   0.0000152455   0.0023397051   0.0008678984   1.9696152455   0.0424977051   0.1275878984
   298.0   0.0000231512   0.0025372091   0.0010210161   1.9696231512   0.0517492091   0.1397010161
   299.0   0.0000332364   0.0027252718   0.0011882816   1.9696332364   0.0617862718   0.1511882816
   300.0   0.0000332435   0.0026955690   0.0011758269   1.9546332435   0.0617655690  -0.1488241731
   301.0   0.0000231464   0.0025093519   0.0010102123   1.9546231464   0.0517303519  -0.1376697877
   302.0   0.0000152388   0.0023137880   0.0008586074   1.9546152388   0.0424797880  -0.1258613926
   303.0   0.0000098475   0.0021106752   0.0007219238   1.9546098475   0.0340586752  -0.1134480762
   304.0   0.0000077059   0.0019023780   0.0006009610   1.9546077059   0.0265063780  -0.1004890390
   305.0   0.0000084272   0.0016918950   0.0004962712   1.9546084272   0.0198598950  -0.0870427288
   306.0   0.0000100584   0.0014831152   0.0004081149   1.9546100584   0.0141541152  -0.0731718851
   307.0   0.0000115140   0.0012814561   0.0003364977   1.9546115140   0.0094198561  -0.0589425023
   308.0   0.0000125464   0.0010950996   0.0002812485   1.9546125464   0.0056857996  -0.0444217515
   309.0   0.0000131816   0.0009370007   0.0002421026   1.9546131816   0.0029816007  -0.0296768974
   310.0   0.0000135103   0.0008265841   0.0002187720   1.9546135103   0.0013385641  -0.0147762280
   311.0   0.0000136100   0.0007861333   0.0002110213   1.9546136100   0.0007861334   0.0002091681
   312.0   0.0000135103   0.0008265878   0.0002187574   1.9546135103   0.0013376078   0.0152097574
   313.0   0.0000131816   0.0009370083   0.0002420731   1.9546131816   0.0029797083   0.0301570731
   314.0   0.0000125464   0.0010951112   0.0002812034   1.9546125464   0.0056829112   0.0449812034
   315.0   0.0000115140   0.0012814715   0.0003364366   1.9546115140   0.0094160715   0.0596124366
   316.0   0.0000100584   0.0014831362   0.0004080376   1.9546100584   0.0141501362   0.0739850376
   317.0   0.0000084272   0.0016919227   0.0004961781   1.9546084272   0.0198549227   0.0880321781
   318.0   0.0000077059   0.0019024129   0.0006008520   1.9546077059   0.0264994129   0.1016908520
   319.0   0.0000098475   0.0021107175   0.0007218002   1.9546098475   0.0340517175   0.1148918002
   320.0   0.0000152388   0.0023138390   0.0008584692   1.9546152388   0.0424718390   0.1275784692
   321.0   0.0000231464   0.0025094136   0.0010100607   1.9546231464   0.0517214136   0.1396900607
   322.0   0.0000332435   0.0026956404   0.0011756628   1.9546332435   0.0617566404   0.1511756628
   323.0   0.0000332489   0.0026657942   0.0011630980   1.9395332489   0.0617357942  -0.1488369020
   324.0   0.0000231408   0.0024814530   0.0009991805   1.9395231408   0.0517024530  -0.1376808195
   325.0   0.0000152314   0.0022878558   0.0008491315   1.9395152314   0.0424538558  -0.1258708685
   326.0   0.0000098439   0.0020867957   0.0007138600   1.9395098439   0.0340347957  -0.1134561400
   327.0   0.0000077060   0.0018806252   0.0005941614   1.9395077060   0.0264846252  -0.1004958386
   328.0   0.0000084262   0.0016723256   0.0004905869   1.9395084262   0.0198403256  -0.0870484131
   329.0   0.0000100546   0.0014657596   0.0004033926   1.9395100546   0.0141367596  -0.0731766074
   330.0   0.0000115085   0.0012662876   0.0003325781   1.9395115085   0.0094046876  -0.0589464219
   331.0   0.0000125403   0.0010819952   0.0002779643   1.9395125403   0.0056726952  -0.0444250357
   332.0   0.0000131757   0.0009256730   0.0002392782   1.9395131757   0.0029702730  -0.0296797218
   333.0   0.0000135046   0.0008165054   0.0002162256   1.9395135046   0.0013284854  -0.0147787744
   334.0   0.0000136045   0.0007765137   0.0002085681   1.9395136045   0.0007765139   0.0002067147
   335.0   0.0000135046   0.0008165092   0.0002162113   1.9395135046   0.0013275292   0.0152072113
   336.0   0.0000131757   0.0009256807   0.0002392492   1.9395131757   0.0029683807   0.0301542492
   337.0   0.0000125403   0.0010820067   0.0002779198   1.9395125403   0.0056698067   0.0449779198
   338.0   0.0000115085   0.0012663033   0.0003325177   1.9395115085   0.0094009033   0.0596085177
   339.0   0.0000100546   0.0014657803   0.0004033162   1.9395100546   0.0141327803   0.0739803162
   340.0   0.0000084262   0.0016723538   0.0004904948   1.9395084262   0.0198353538   0.0880264948
   341.0   0.0000077060   0.0018806591   0.0005940535   1.9395077060   0.0264776591   0.1016840535
   342.0   0.0000098439   0.0020868379   0.0007137369   1.9395098439   0.0340278379   0.1148837369
   343.0   0.0000152314   0.0022879058   0.0008489945   1.9395152314   0.0424459058   0.1275689945
   344.0   0.0000231408   0.0024815137   0.0009990304   1.9395231408   0.0516935137   0.1396790304
   345.0   0.0000332488   0.0026658658   0.0011629354   1.9395332488   0.0617268658   0.1511629354
   346.0   0.0000332524   0.0026358910   0.0011502728   1.9245332524   0.0617058910  -0.1488497272
   347.0   0.0000231343   0.0024534567   0.0009880812   1.9245231343   0.0516744567  -0.1376919188
   348.0   0.0000152234   0.0022618579   0.0008396132   1.9245152234   0.0424278579  -0.1258803868
   349.0   0.0000098397   0.0020628843   0.0007057739   1.9245098397   0.0340108843  -0.1134642261
   350.0   0.0000077058   0.0018588671   0.0005873554   1.9245077058   0.0264628671  -0.1005026446
   351.0   0.0000084251   0.0016527687   0.0004849039   1.9245084251   0.0198207687  -0.0870540961
   352.0   0.0000100507   0.0014484241   0.0003986753   1.9245100507   0.0141194241  -0.0731813247
   353.0   0.0000115026   0.0012511395   0.0003286635   1.9245115026   0.0093895395  -0.0589503365
   354.0   0.0000125336   0.0010689060   0.0002746839   1.9245125336   0.0056596060  -0.0444283161
   355.0   0.0000131690   0.0009143540   0.0002364566   1.9245131690   0.0029589540  -0.0296825434
   356.0   0.0000134982   0.0008064327   0.0002136814   1.9245134982   0.0013184127  -0.0147813186
   357.0   0.0000135981   0.0007668978   0.0002061168   1.9245135981   0.0007668979   0.0002042632
   358.0   0.0000134982   0.0008064364   0.0002136674   1.9245134982   0.0013174564   0.0152046674
   359.0   0.0000131690   0.0009143617   0.0002364278   1.9245131690   0.0029570617   0.0301514278
   360.0   0.0000125336   0.0010689173   0.0002746399   1.9245125336   0.0056567173   0.0449746399
   361.0   0.0000115026   0.0012511553   0.0003286038   1.9245115026   0.0093857553   0.0596046038
   362.0   0.0000100507   0.0014484446   0.0003985998   1.9245100507   0.0141154446   0.0739755998
   363.0   0.0000084251   0.0016527964   0.0004848129   1.9245084251   0.0198157964   0.0880208129
   364.0   0.0000077058   0.0018589002   0.0005872488   1.9245077058   0.0264559002   0.1016772488
   365.0   0.0000098397   0.0020629259   0.0007056530   1.9245098397   0.0340039259   0.1148756530
   366.0   0.0000152234   0.0022619088   0.0008394782   1.9245152234   0.0424199088   0.1275594782
   367.0   0.0000231343   0.0024535175   0.0009879331   1.9245231343   0.0516655175   0.1396679331
   368.0   0.0000332524   0.0026359617   0.0011501122   1.9245332524   0.0616969617   0.1511501122
   369.0   0.0000332539   0.0026058738   0.0011373616   1.9094332539   0.0616758738  -0.1488626384
   370.0   0.0000231267   0.0024253729   0.0009769216   1.9094231267   0.0516463729  -0.1377030784
   371.0   0.0000152147   0.0022358047   0.0008300567   1.9094152147   0.0424018047  -0.1258899433
   372.0   0.0000098349   0.0020389427   0.0006976683   1.9094098349   0.0339869427  -0.1134723317
   373.0   0.0000077052   0.0018371009   0.0005805418   1.9094077052   0.0264411009  -0.1005094582
   374.0   0.0000084238   0.0016332212   0.0004792221   1.9094084238   0.0198012212  -0.0870597779
   375.0   0.0000100465   0.0014311073   0.0003939624   1.9094100465   0.0141021073  -0.0731860376
   376.0   0.0000114962   0.0012360118   0.0003247540   1.9094114962   0.0093744118  -0.0589542460
   377.0   0.0000125263   0.0010558334   0.0002714075   1.9094125263   0.0056465334  -0.0444315925
   378.0   0.0000131615   0.0009030472   0.0002336380   1.9094131615   0.0029476472  -0.0296853620
   379.0   0.0000134909   0.0007963662   0.0002111396   1.9094134909   0.0013083462  -0.0147838604
   380.0   0.0000135910   0.0007572868   0.0002036679   1.9094135910   0.0007572869   0.0002018141
   381.0   0.0000134909   0.0007963698   0.0002111258   1.9094134909   0.0013073898   0.0152021258
   382.0   0.0000131615   0.0009030544   0.0002336093   1.9094131615   0.0029457544   0.0301486093
   383.0   0.0000125263   0.0010558445   0.0002713640   1.9094125263   0.0056436445   0.0449713640
   384.0   0.0000114962   0.0012360273   0.0003246951   1.9094114962   0.0093706273   0.0596006951
   385.0   0.0000100465   0.0014311273   0.0003938877   1.9094100465   0.0140981273   0.0739708877
   386.0   0.0000084238   0.0016332489   0.0004791322   1.9094084238   0.0197962489   0.0880151322
   387.0   0.0000077052   0.0018371333   0.0005804367   1.9094077052   0.0264341333   0.1016704367
   388.0   0.0000098349   0.0020389831   0.0006975483   1.9094098349   0.0339799831   0.1148675483
   389.0   0.0000152147   0.0022358561   0.0008299233   1.9094152147   0.0423938561   0.1275499233
   390.0   0.0000231267   0.0024254327   0.0009767746   1.9094231267   0.0516374327   0.1396567746
   391.0   0.0000332538   0.0026059423   0.0011372029   1.9094332538   0.0616669423   0.1511372029
   392.0   0.0000332532   0.0025757519   0.0011243740   1.8944332532   0.0616457519  -0.1488756260
   393.0   0.0000231180   0.0023972119   0.0009657075   1.8944231180   0.0516182119  -0.1377142925
   394.0   0.0000152052   0.0022097014   0.0008204659   1.8944152052   0.0423757014  -0.1258995341
   395.0   0.0000098294   0.0020149729   0.0006895436   1.8944098294   0.0339629729  -0.1134804564
   396.0   0.0000077042   0.0018153291   0.0005737215   1.8944077042   0.0264193291  -0.1005162785
   397.0   0.0000084222   0.0016136839   0.0004735412   1.8944084222   0.0197816839  -0.0870654588
   398.0   0.0000100420   0.0014138086   0.0003892537   1.8944100420   0.0140848086  -0.0731907463
   399.0   0.0000114895   0.0012209049   0.0003208492   1.8944114895   0.0093593049  -0.0589581508
   400.0   0.0000125184   0.0010427790   0.0002681353   1.8944125184   0.0056334790  -0.0444348647
   401.0   0.0000131533   0.0008917521   0.0002308224   1.8944131533   0.0029363521  -0.0296881776
   402.0   0.0000134828   0.0007863078   0.0002086003   1.8944134828   0.0012982878  -0.0147863997
   403.0   0.0000135829   0.0007476818   0.0002012209   1.8944135829   0.0007476819   0.0001993670
   404.0   0.0000134828   0.0007863115   0.0002085865   1.8944134828   0.0012973315   0.0151995865
   405.0   0.0000131533   0.0008917595   0.0002307942   1.8944131533   0.0029344595   0.0301457942
   406.0   0.0000125184   0.0010427901   0.0002680925   1.8944125184   0.0056305901   0.0449680925
   407.0   0.0000114895   0.0012209197   0.0003207910   1.8944114895   0.0093555197   0.0595967910
   408.0   0.0000100421   0.0014138288   0.0003891800   1.8944100421   0.0140808288   0.0739661800
   409.0   0.0000084222   0.0016137101   0.0004734521   1.8944084222   0.0197767101   0.0880094521
   410.0   0.0000077042   0.0018153614   0.0005736179   1.8944077042   0.0264123614   0.1016636179
   411.0   0.0000098294   0.0020150129   0.0006894246   1.8944098294   0.0339560129   0.1148594246
   412.0   0.0000152052   0.0022097499   0.0008203340   1.8944152052   0.0423677499   0.1275403340
   413.0   0.0000231180   0.0023972720   0.0009655623   1.8944231180   0.0516092720   0.1396455623
   414.0   0.0000332532   0.0025758200   0.0011242167   1.8944332532   0.0616368200   0.1511242167
   415.0   0.0000332504   0.0025455372   0.0011113180   1.8794332504   0.0616155372  -0.1488886820
   416.0   0.0000231081   0.0023689813   0.0009544442   1.8794231081   0.0515899813  -0.1377255558
   417.0   0.0000151949   0.0021835473   0.0008108428   1.8794151949   0.0423495473  -0.1259091572
   418.0   0.0000098232   0.0019909773   0.0006814009   1.8794098232   0.0339389773  -0.1134885991
   419.0   0.0000077026   0.0017935506   0.0005668946   1.8794077026   0.0263975506  -0.1005231054
   420.0   0.0000084204   0.0015941546   0.0004678607   1.8794084204   0.0197621546  -0.0870711393
   421.0   0.0000100373   0.0013965273   0.0003845487   1.8794100373   0.0140675273  -0.0731954513
   422.0   0.0000114822   0.0012058179   0.0003169493   1.8794114822   0.0093442179  -0.0589620507
   423.0   0.0000125097   0.0010297427   0.0002648674   1.8794125097   0.0056204427  -0.0444381326
   424.0   0.0000131442   0.0008804711   0.0002280100   1.8794131442   0.0029250711  -0.0296909900
   425.0   0.0000134737   0.0007762581   0.0002060635   1.8794134737   0.0012882381  -0.0147889365
   426.0   0.0000135739   0.0007380835   0.0001987763   1.8794135739   0.0007380836   0.0001969222
   427.0   0.0000134737   0.0007762617   0.0002060498   1.8794134737   0.0012872817   0.0151970498
   428.0   0.0000131442   0.0008804782   0.0002279824   1.8794131442   0.0029231782   0.0301429824
   429.0   0.0000125097   0.0010297534   0.0002648249   1.8794125097   0.0056175534   0.0449648249
   430.0   0.0000114822   0.0012058330   0.0003168917   1.8794114822   0.0093404330   0.0595928917
   431.0   0.0000100373   0.0013965478   0.0003844759   1.8794100373   0.0140635478   0.0739614759
   432.0   0.0000084204   0.0015941808   0.0004677727   1.8794084204   0.0197571808   0.0880037727
   433.0   0.0000077026   0.0017935828   0.0005667920   1.8794077026   0.0263905828   0.1016567920
   434.0   0.0000098232   0.0019910169   0.0006812842   1.8794098232   0.0339320169   0.1148512842
   435.0   0.0000151949   0.0021835960   0.0008107126   1.8794151949   0.0423415960   0.1275307126
   436.0   0.0000231081   0.0023690391   0.0009543012   1.8794231081   0.0515810391   0.1396343012
   437.0   0.0000332504   0.0025456050   0.0011111629   1.8794332504   0.0616066050   0.1511111629
   438.0   0.0000332452   0.0025152407   0.0010982022   1.8643332452   0.0615852407  -0.1489017978
   439.0   0.0000230968   0.0023406866   0.0009431376   1.8643230968   0.0515616866  -0.1377368624
   440.0   0.0000151837   0.0021573531   0.0008011917   1.8643151837   0.0423233531  -0.1259188083
   441.0   0.0000098163   0.0019669593   0.0006732431   1.8643098163   0.0339149593  -0.1134967569
   442.0   0.0000077005   0.0017717659   0.0005600615   1.8643077005   0.0263757659  -0.1005299385
   443.0   0.0000084182   0.0015746341   0.0004621802   1.8643084182   0.0197426341  -0.0870768198
   444.0   0.0000100322   0.0013792638   0.0003798475   1.8643100322   0.0140502638  -0.0732001525
   445.0   0.0000114744   0.0011907523   0.0003130539   1.8643114744   0.0093291523  -0.0589659461
   446.0   0.0000125004   0.0010167261   0.0002616038   1.8643125004   0.0056074261  -0.0444413962
   447.0   0.0000131343   0.0008692051   0.0002252013   1.8643131343   0.0029138051  -0.0296937987
   448.0   0.0000134638   0.0007662184   0.0002035296   1.8643134638   0.0012781984  -0.0147914704
   449.0   0.0000135640   0.0007284936   0.0001963344   1.8643135640   0.0007284937   0.0001944801
   450.0   0.0000134638   0.0007662220   0.0002035160   1.8643134638   0.0012772420   0.0151945160
   451.0   0.0000131343   0.0008692121   0.0002251738   1.8643131343   0.0029119121   0.0301401738
   452.0   0.0000125004   0.0010167367   0.0002615618   1.8643125004   0.0056045367   0.0449615618
   453.0   0.0000114744   0.0011907671   0.0003129970   1.8643114744   0.0093253671   0.0595889970
   454.0   0.0000100322   0.0013792838   0.0003797756   1.8643100322   0.0140462838   0.0739567756
